"district_name","district_code","school_name","school_code","school_type","teachers_included","enrollment_k12_2122","frpm_k12_2122","mean_exp_years"
"Garden Grove Unified",66522,"Woodbury Elementary",6028823,"Elementary Schools (Public)",17,"345","81.40%",16.2352941176471
"Inglewood Unified",64634,"Bennett/Kew P-8 Leadership Academy of Excellence",6014435,"Elementary Schools (Public)",23,"431","79.40%",17.9130434782609
"Inglewood Unified",64634,"Beulah Payne P-8 STEAM Academy",6014559,"Elementary Schools (Public)",27,"612","86.80%",19.662962962963
"Inglewood Unified",64634,"Centinela TK-8 Elementary",6014450,"Elementary Schools (Public)",21,"546","81.90%",21.347619047619
"Inglewood Unified",64634,"City Honors International Preparatory High",1996529,"High Schools (Public)",15,"302","72.80%",7.7
"Inglewood Unified",64634,"Crozier (George W.) Middle",6057749,"Intermediate/Middle Schools (Public)",16,"304","85.20%",14.54375
"Inglewood Unified",64634,"Frank D. Parent TK-8",6014542,"Elementary Schools (Public)",18,"345","71.30%",17.1722222222222
"Inglewood Unified",64634,"Highland Elementary",6014476,"Elementary Schools (Public)",19,"434","92.40%",19.9947368421053
"Inglewood Unified",64634,"Hudnall (Claude) Elementary",6098768,"Elementary Schools (Public)",19,"390","86.40%",18.0736842105263
"Inglewood Unified",64634,"Inglewood Continuation High",1934249,"Continuation High Schools",4,"85","91.80%",18.2
"Inglewood Unified",64634,"Inglewood High",1934231,"High Schools (Public)",39,"840","90.00%",13.1230769230769
"Inglewood Unified",64634,"Kelso (William H.) Elementary",6014492,"Elementary Schools (Public)",20,"392","84.70%",18.19
"Inglewood Unified",64634,"La Tijera K-8 Academy of Excellence Charter",6014518,"Elementary Schools (Public)",30,"659","76.80%",19.02
"Inglewood Unified",64634,"Morningside High",1936046,"High Schools (Public)",25,"573","76.10%",10.42
"Inglewood Unified",64634,"Oak Street Elementary",6014534,"Elementary Schools (Public)",19,"476","86.60%",16.9421052631579
"Inglewood Unified",64634,"Warren Lane TK-6 Elementary",6014526,"Elementary Schools (Public)",5,"137","83.20%",13.26
"Inglewood Unified",64634,"Woodworth-Monroe TK-8 Academy",6014575,"Elementary Schools (Public)",29,"661","80.30%",15.0758620689655
"Inglewood Unified",64634,"Worthington TK-6 Elementary",6014443,"Elementary Schools (Public)",16,"370","88.40%",11.6625
"Irvine Unified",73650,"Alderwood Elementary",6100838,"Elementary Schools (Public)",34,"739","16.90%",14.6823529411765
"Irvine Unified",73650,"Alternative Education-San Joaquin High",3030467,"Alternative Schools of Choice",27,"716","27.90%",14.4814814814815
"Irvine Unified",73650,"Beacon Park",133389,"Elementary Schools (Public)",44,"938","13.60%",11.75
"Irvine Unified",73650,"Bonita Canyon Elementary",6097042,"Elementary Schools (Public)",17,"393","13.20%",15.4117647058824
"Irvine Unified",73650,"Brywood Elementary",6102719,"Elementary Schools (Public)",19,"499","16.60%",16.5789473684211
"Irvine Unified",73650,"Cadence Park",136689,"Elementary Schools (Public)",39,"1,022","19.50%",6.8974358974359
"Irvine Unified",73650,"Canyon View Elementary",6115455,"Elementary Schools (Public)",27,"613","11.60%",14.2222222222222
"Irvine Unified",73650,"College Park Elementary",6089437,"Elementary Schools (Public)",23,"573","17.30%",15.1739130434783
"Irvine Unified",73650,"Creekside High",3030129,"Continuation High Schools",12,"109","61.50%",12.3333333333333
"Irvine Unified",73650,"Culverdale Elementary",6089429,"Elementary Schools (Public)",19,"560","40.70%",17.1578947368421
"Irvine Unified",73650,"Cypress Village Elementary",129155,"Elementary Schools (Public)",38,"1,004","22.20%",11.2894736842105
"Irvine Unified",73650,"Deerfield Elementary",6096184,"Elementary Schools (Public)",26,"616","19.60%",16.1538461538462
"Irvine Unified",73650,"Eastshore Elementary",6100317,"Elementary Schools (Public)",21,"527","16.50%",10.952380952381
"Irvine Unified",73650,"Eastwood Elementary",135137,"Elementary Schools (Public)",22,"576","12.80%",10.1363636363636
"Irvine Unified",73650,"Greentree Elementary",6089445,"Elementary Schools (Public)",17,"433","29.60%",19.3529411764706
"Irvine Unified",73650,"Irvine High",3030152,"High Schools (Public)",76,"1,795","22.30%",13.8026315789474
"Irvine Unified",73650,"Irvine Unified School District Virtual Academy",140988,"Alternative Schools of Choice",7,"1,153","18.20%",13.5714285714286
"Irvine Unified",73650,"Jeffrey Trail Middle",127472,"Intermediate/Middle Schools (Public)",44,"989","16.80%",11.7727272727273
"Irvine Unified",73650,"Lakeside Middle",6098511,"Intermediate/Middle Schools (Public)",29,"601","19.30%",13.2758620689655
"Irvine Unified",73650,"Loma Ridge",138719,"Elementary Schools (Public)",23,"551","8.30%",6.21739130434783
"Irvine Unified",73650,"Meadow Park Elementary",6106850,"Elementary Schools (Public)",21,"550","22.00%",12.2857142857143
"Irvine Unified",73650,"Northwood Elementary",6100861,"Elementary Schools (Public)",20,"471","27.80%",13.6
"Irvine Unified",73650,"Northwood High",3030657,"High Schools (Public)",94,"2,200","17.30%",13.6595744680851
"Irvine Unified",73650,"Oak Creek Elementary",6120141,"Elementary Schools (Public)",31,"853","28.80%",17.3870967741935
"Irvine Unified",73650,"Plaza Vista",6115786,"Elementary Schools (Public)",39,"795","17.60%",11.7692307692308
"Irvine Unified",73650,"Portola High",133405,"High Schools (Public)",90,"2,097","16.20%",7.94444444444444
"Irvine Unified",73650,"Portola Springs Elementary",129296,"Elementary Schools (Public)",31,"843","14.50%",12.6129032258065
"Irvine Unified",73650,"Rancho San Joaquin Middle",6071179,"Intermediate/Middle Schools (Public)",32,"746","20.10%",15.625
"Irvine Unified",73650,"Santiago Hills Elementary",6098529,"Elementary Schools (Public)",21,"530","10.80%",14.1428571428571
"Irvine Unified",73650,"Sierra Vista Middle",6100879,"Intermediate/Middle Schools (Public)",44,"1,097","18.40%",12.7727272727273
"Irvine Unified",73650,"Solis Park",141119,"Elementary Schools (Public)",17,"","",9.23529411764706
"Irvine Unified",73650,"South Lake Middle",6111876,"Intermediate/Middle Schools (Public)",30,"625","31.20%",14.8333333333333
"Irvine Unified",73650,"Springbrook Elementary",6107502,"Elementary Schools (Public)",21,"483","29.60%",13.2380952380952
"Irvine Unified",73650,"Stone Creek Elementary",6096200,"Elementary Schools (Public)",17,"479","12.50%",14.5294117647059
"Irvine Unified",73650,"Stonegate Elementary",6096192,"Elementary Schools (Public)",35,"874","10.60%",13.9142857142857
"Irvine Unified",73650,"Turtle Rock Elementary",6068647,"Elementary Schools (Public)",30,"815","19.60%",16.4
"Irvine Unified",73650,"University High",3035102,"High Schools (Public)",84,"2,097","19.90%",15.7464285714286
"Irvine Unified",73650,"University Park Elementary",6030191,"Elementary Schools (Public)",20,"495","32.70%",14.3
"Irvine Unified",73650,"Venado Middle",6095137,"Intermediate/Middle Schools (Public)",26,"554","19.50%",10.7692307692308
"Irvine Unified",73650,"Vista Verde",6094718,"Elementary Schools (Public)",37,"759","9.00%",16.3513513513514
"Irvine Unified",73650,"Westpark Elementary",6108799,"Elementary Schools (Public)",31,"809","26.00%",14.9677419354839
"Irvine Unified",73650,"Woodbridge High",3030285,"High Schools (Public)",91,"2,244","22.60%",13.6263736263736
"Irvine Unified",73650,"Woodbury Elementary",6085344,"Elementary Schools (Public)",41,"1,106","15.60%",12.4634146341463
"Long Beach Unified",64725,"Addams Elementary",6015119,"Elementary Schools (Public)",44,"791","71.00%",8.31818181818182
"Long Beach Unified",64725,"Alvarado Elementary",6109292,"Elementary Schools (Public)",22,"362","63.50%",15.0909090909091
"Long Beach Unified",64725,"Avalon K-12",1930411,"K-12 Schools (Public)",34,"467","50.70%",7.94117647058824
"Long Beach Unified",64725,"Bancroft Middle",6061337,"Intermediate/Middle Schools (Public)",38,"904","47.10%",17.6315789473684
"Long Beach Unified",64725,"Barton Elementary",6015135,"Elementary Schools (Public)",26,"433","73.20%",12.1923076923077
"Long Beach Unified",64725,"Beach High-Intensive Learning Program",125153,"Alternative Schools of Choice",40,"1,654","64.80%",2.75
"Long Beach Unified",64725,"Birney Elementary",6015143,"Elementary Schools (Public)",31,"502","64.30%",15.4838709677419
"Long Beach Unified",64725,"Bixby Elementary",6015150,"Elementary Schools (Public)",25,"521","36.30%",11.8
"Long Beach Unified",64725,"Bobbie Smith Elementary",6015200,"Elementary Schools (Public)",34,"698","73.10%",19.0588235294118
"Long Beach Unified",64725,"Bryant Elementary",6015168,"Elementary Schools (Public)",18,"305","63.60%",14.5555555555556
"Long Beach Unified",64725,"Burbank Elementary",6015184,"Elementary Schools (Public)",32,"579","70.30%",18.125
"Long Beach Unified",64725,"Burcham Elementary",6015192,"Elementary Schools (Public)",17,"349","27.50%",23.0588235294118
"Long Beach Unified",64725,"Cabrillo High",1995935,"High Schools (Public)",93,"1,923","68.80%",14.7311827956989
"Long Beach Unified",64725,"Carver Elementary",6015242,"Elementary Schools (Public)",22,"503","20.90%",20.1363636363636
"Long Beach Unified",64725,"Chavez Elementary",107458,"Elementary Schools (Public)",17,"300","66.00%",12.0588235294118
"Long Beach Unified",64725,"Cleveland Elementary",6015259,"Elementary Schools (Public)",23,"455","23.70%",21.7391304347826
"Long Beach Unified",64725,"Cubberley K-8",6015267,"Elementary Schools (Public)",42,"920","26.50%",21.9285714285714
"Long Beach Unified",64725,"Dooley Elementary",114603,"Elementary Schools (Public)",44,"782","71.70%",17.3181818181818
"Long Beach Unified",64725,"Edison Elementary",6015275,"Elementary Schools (Public)",26,"425","74.40%",15.6923076923077
"Long Beach Unified",64725,"Educational Partnership High",1995570,"Alternative Schools of Choice",23,"665","64.40%",21.9130434782609
"Long Beach Unified",64725,"Emerson Parkside Academy",6015283,"Elementary Schools (Public)",19,"328","21.00%",22.4210526315789
"Long Beach Unified",64725,"Ernest S. McBride, Sr. High",127381,"High Schools (Public)",34,"757","36.50%",13.5
"Long Beach Unified",64725,"Eunice Sato Academy of Math & Science",132324,"High Schools (Public)",18,"465","28.40%",12.8888888888889
"Long Beach Unified",64725,"Franklin Classical Middle",6061345,"Intermediate/Middle Schools (Public)",51,"1,095","75.40%",9.50980392156863
"Long Beach Unified",64725,"Fremont Elementary",6015309,"Elementary Schools (Public)",18,"449","29.60%",17.8888888888889
"Long Beach Unified",64725,"Gant Elementary",6015317,"Elementary Schools (Public)",28,"593","21.60%",21.8928571428571
"Long Beach Unified",64725,"Garfield Elementary",6015325,"Elementary Schools (Public)",34,"573","65.30%",16.9411764705882
"Long Beach Unified",64725,"Gompers",6015333,"Elementary Schools (Public)",19,"342","42.70%",21
"Long Beach Unified",64725,"Grant Elementary",6015341,"Elementary Schools (Public)",48,"991","62.60%",16.9791666666667
"Long Beach Unified",64725,"Hamilton Middle",6057780,"Intermediate/Middle Schools (Public)",40,"824","67.40%",13.45
"Long Beach Unified",64725,"Harte Elementary",6015358,"Elementary Schools (Public)",39,"795","69.40%",17.6410256410256
"Long Beach Unified",64725,"Helen Keller Middle",132381,"Intermediate/Middle Schools (Public)",16,"431","27.80%",13.1875
"Long Beach Unified",64725,"Henry",6015366,"Elementary Schools (Public)",31,"840","16.00%",13.8709677419355
"Long Beach Unified",64725,"Holmes Elementary",6015374,"Elementary Schools (Public)",22,"393","58.80%",11.7727272727273
"Long Beach Unified",64725,"Hoover Middle",6057798,"Intermediate/Middle Schools (Public)",29,"573","58.50%",13.448275862069
"Long Beach Unified",64725,"Hudson",6015382,"Elementary Schools (Public)",20,"276","63.00%",10.4
"Long Beach Unified",64725,"Hughes Middle",6061360,"Intermediate/Middle Schools (Public)",59,"1,328","47.30%",15.135593220339
"Long Beach Unified",64725,"Intellectual Virtues Academy of Long Beach",127506,"Intermediate/Middle Schools (Public)",1,"232","28.40%",11
"Long Beach Unified",64725,"Jefferson Leadership Academies",6057806,"Intermediate/Middle Schools (Public)",44,"1,000","72.40%",10.8181818181818
"Long Beach Unified",64725,"Jenny Oropeza Elementary",6108013,"Elementary Schools (Public)",33,"568","73.40%",18.030303030303
"Long Beach Unified",64725,"Jessie Nelson Academy",6015572,"Intermediate/Middle Schools (Public)",34,"826","70.70%",14.9705882352941
"Long Beach Unified",64725,"Jordan High",1934470,"High Schools (Public)",101,"2,315","65.80%",16.5940594059406
"Long Beach Unified",64725,"Kettering Elementary",6015408,"Elementary Schools (Public)",15,"295","25.80%",21.2
"Long Beach Unified",64725,"King Elementary",6015416,"Elementary Schools (Public)",34,"639","69.20%",17.4705882352941
"Long Beach Unified",64725,"Lafayette Elementary",6015424,"Elementary Schools (Public)",42,"885","65.10%",14.952380952381
"Long Beach Unified",64725,"Lakewood High",1934678,"High Schools (Public)",131,"3,023","50.20%",16.4961832061069
"Long Beach Unified",64725,"Lincoln Elementary",6015440,"Elementary Schools (Public)",43,"830","75.70%",16.7674418604651
"Long Beach Unified",64725,"Lindbergh STEM Academy",6057814,"Intermediate/Middle Schools (Public)",21,"417","73.60%",15.0952380952381
"Long Beach Unified",64725,"Lindsey Academy",115535,"Intermediate/Middle Schools (Public)",30,"712","73.70%",11.9
"Long Beach Unified",64725,"Longfellow Elementary",6015457,"Elementary Schools (Public)",37,"883","37.40%",20.2702702702703
"Long Beach Unified",64725,"Los Cerritos Elementary",6015465,"Elementary Schools (Public)",20,"457","31.90%",19.65
"Long Beach Unified",64725,"Lowell Elementary",6015473,"Elementary Schools (Public)",28,"534","19.70%",20.9642857142857
"Long Beach Unified",64725,"MacArthur Elementary",6015481,"Elementary Schools (Public)",15,"294","37.80%",18.5333333333333
"Long Beach Unified",64725,"Madison Elementary",6015499,"Elementary Schools (Public)",19,"345","43.20%",14.9473684210526
"Long Beach Unified",64725,"Mann Elementary",6015507,"Elementary Schools (Public)",16,"303","62.00%",19.5625
"Long Beach Unified",64725,"Marshall Academy of the Arts",6057822,"Intermediate/Middle Schools (Public)",42,"927","36.70%",16.3571428571429
"Long Beach Unified",64725,"McKinley Elementary",6015515,"Elementary Schools (Public)",30,"523","74.40%",13.7
"Long Beach Unified",64725,"Millikan High",1935758,"High Schools (Public)",143,"3,343","29.00%",14.5034965034965
"Long Beach Unified",64725,"Muir K-8",6015531,"Elementary Schools (Public)",48,"946","63.40%",16.2708333333333
"Long Beach Unified",64725,"Naples Elementary",6015549,"Elementary Schools (Public)",13,"293","22.50%",26.2307692307692
"Long Beach Unified",64725,"Newcomb Academy",6015556,"Elementary Schools (Public)",36,"783","16.10%",19.4444444444444
"Long Beach Unified",64725,"Olivia Nieto Herrera Elementary",6015432,"Elementary Schools (Public)",36,"742","74.50%",19.1111111111111
"Long Beach Unified",64725,"Polytechnic High",1936947,"High Schools (Public)",177,"4,083","54.20%",14.9717514124294
"Long Beach Unified",64725,"Powell Academy for Success",6116933,"Elementary Schools (Public)",40,"846","73.40%",15.275
"Long Beach Unified",64725,"Prisk Elementary",6015580,"Elementary Schools (Public)",25,"486","24.70%",21.6
"Long Beach Unified",64725,"Reid High",1937176,"Continuation High Schools",11,"134","77.60%",21.9090909090909
"Long Beach Unified",64725,"Renaissance High School for the Arts",1996503,"High Schools (Public)",20,"456","51.30%",9.55
"Long Beach Unified",64725,"Richard D. Browning High",135525,"High Schools (Public)",18,"327","65.70%",7.88888888888889
"Long Beach Unified",64725,"Riley Elementary",6015598,"Elementary Schools (Public)",19,"334","55.10%",17.1578947368421
"Long Beach Unified",64725,"Robinson Academy",6112056,"Elementary Schools (Public)",38,"754","74.70%",15.6578947368421
"Long Beach Unified",64725,"Rogers Middle",6057830,"Intermediate/Middle Schools (Public)",34,"772","27.50%",17.7647058823529
"Long Beach Unified",64725,"Roosevelt Elementary",6015606,"Elementary Schools (Public)",47,"891","76.30%",19.1702127659574
"Long Beach Unified",64725,"Signal Hill Elementary",6015614,"Elementary Schools (Public)",33,"670","72.70%",21.2727272727273
"Long Beach Unified",64725,"Stanford Middle",6061378,"Intermediate/Middle Schools (Public)",49,"1,192","32.70%",17.6938775510204
"Long Beach Unified",64725,"Stephens Middle",6057848,"Intermediate/Middle Schools (Public)",38,"802","69.50%",9.81578947368421
"Long Beach Unified",64725,"Stevenson Elementary",6015622,"Elementary Schools (Public)",26,"518","75.10%",18.1153846153846
"Long Beach Unified",64725,"Tincher Preparatory",6015648,"Elementary Schools (Public)",33,"726","31.10%",21.9090909090909
"Long Beach Unified",64725,"Twain Elementary",6015663,"Elementary Schools (Public)",24,"447","45.90%",19.7916666666667
"Long Beach Unified",64725,"Washington Middle",6061386,"Intermediate/Middle Schools (Public)",44,"938","77.20%",8.20454545454546
"Long Beach Unified",64725,"Webster Elementary",6015671,"Elementary Schools (Public)",31,"509","70.30%",12
"Long Beach Unified",64725,"Whittier Elementary",6015689,"Elementary Schools (Public)",35,"616","72.90%",12.6
"Long Beach Unified",64725,"Willard Elementary",6015697,"Elementary Schools (Public)",30,"560","73.90%",18.9666666666667
"Long Beach Unified",64725,"Wilson High",1939875,"High Schools (Public)",152,"3,661","50.10%",15.1907894736842
"Lost Hills Union",63594,"A. M. Thomas Middle",6102792,"Intermediate/Middle Schools (Public)",6,"86","89.50%",19.5
"Lost Hills Union",63594,"Lost Hills Elementary",6060420,"Elementary Schools (Public)",12,"177","93.80%",15.9166666666667
"Manchester Union Elementary",65573,"Manchester Elementary School",6025134,"Elemen Schools In 1 School Dist. (Public)",4,"30","53.30%",4.75
"Merced City Elementary",65771,"Ada Givens Elementary",6025597,"Elementary Schools (Public)",24,"614","76.20%",9.32916666666667
"Merced City Elementary",65771,"Alicia Reyes Elementary",6107908,"Elementary Schools (Public)",26,"639","80.30%",14.2307692307692
"Merced City Elementary",65771,"Allan Peterson Elementary",6105647,"Elementary Schools (Public)",26,"559","46.50%",17.2307692307692
"Merced City Elementary",65771,"Charles Wright Elementary",6025605,"Elementary Schools (Public)",24,"569","75.20%",11.9166666666667
"Merced City Elementary",65771,"Don Stowell Elementary",6115729,"Elementary Schools (Public)",24,"532","91.50%",12.4416666666667
"Merced City Elementary",65771,"Donn B. Chenoweth Elementary",6025613,"Elementary Schools (Public)",28,"675","53.30%",13.0035714285714
"Merced City Elementary",65771,"Franklin Elementary",6025621,"Elementary Schools (Public)",30,"588","86.90%",13.9133333333333
"Merced City Elementary",65771,"Herbert H. Cruickshank Middle",6112288,"Intermediate/Middle Schools (Public)",21,"617","54.10%",16.447619047619
"Merced City Elementary",65771,"Herbert Hoover Middle",6025647,"Intermediate/Middle Schools (Public)",19,"620","80.60%",12.0421052631579
"Merced City Elementary",65771,"Joe Stefani",112615,"Elementary Schools (Public)",23,"639","73.40%",15.2782608695652
"Merced City Elementary",65771,"John C. Fremont Elementary",6025654,"Elementary Schools (Public)",24,"545","91.70%",9.64166666666667
"Merced City Elementary",65771,"John Muir Elementary",6025662,"Elementary Schools (Public)",25,"586","94.40%",9.976
"Merced City Elementary",65771,"Leontine Gracey Elementary",6105852,"Elementary Schools (Public)",23,"525","75.00%",16.9521739130435
"Merced City Elementary",65771,"Luther Burbank Elementary",6025670,"Elementary Schools (Public)",29,"647","61.20%",13.5965517241379
"Merced City Elementary",65771,"Margaret Sheehy Elementary",6025688,"Elementary Schools (Public)",23,"565","85.70%",9.78695652173913
"Merced City Elementary",65771,"Merced City School District Community Day",6118889,"District Community Day Schools",2,"12","75.00%",5.75
"Merced City Elementary",65771,"Rudolph Rivera Elementary",131664,"Elementary Schools (Public)",34,"850","63.40%",10.6323529411765
"Merced City Elementary",65771,"Rudolph Rivera Middle",6025696,"Intermediate/Middle Schools (Public)",19,"577","84.20%",10.7368421052632
"Merced City Elementary",65771,"Tenaya Middle",6025704,"Intermediate/Middle Schools (Public)",19,"563","78.00%",10.4947368421053
"Natomas Unified",75283,"American Lakes",6100432,"Elementary Schools (Public)",37,"619","75.60%",6.5
"Natomas Unified",75283,"Bannon Creek",6107981,"Elementary Schools (Public)",27,"458","74.90%",5.18888888888889
"Natomas Unified",75283,"Discovery High",3430626,"Continuation High Schools",12,"88","62.50%",10.3666666666667
"Natomas Unified",75283,"H. Allen Hight Elementary",116806,"Elementary Schools (Public)",38,"727","58.00%",6.14473684210526
"Natomas Unified",75283,"Heron",111138,"Elementary Schools (Public)",45,"968","31.70%",15.4488888888889
"Natomas Unified",75283,"Inderkum High",102236,"High Schools (Public)",94,"2,347","42.50%",7.69148936170213
"Natomas Unified",75283,"Jefferson",6104731,"Elementary Schools (Public)",32,"686","74.50%",5.475
"Natomas Unified",75283,"Larry G. Meeks Academy",140624,"Elementary Schools (Public)",14,"416","61.80%",5.47857142857143
"Natomas Unified",75283,"Leroy Greene Academy",126060,"K-12 Schools (Public)",42,"758","51.60%",2.8
"Natomas Unified",75283,"Natomas High",3430584,"High Schools (Public)",58,"1,203","65.80%",8.20344827586207
"Natomas Unified",75283,"Natomas Middle",6117527,"Intermediate/Middle Schools (Public)",35,"619","65.40%",6.82285714285714
"Natomas Unified",75283,"Natomas Park Elementary",6117535,"Elementary Schools (Public)",32,"648","57.10%",10.3375
"Natomas Unified",75283,"Paso Verde",135194,"Elementary Schools (Public)",42,"786","38.40%",4.97857142857143
"Natomas Unified",75283,"Two Rivers Elementary",6118624,"Elementary Schools (Public)",35,"596","47.30%",12.2514285714286
"Natomas Unified",75283,"Witter Ranch Elementary",102277,"Elementary Schools (Public)",30,"587","56.70%",15.0666666666667
"Nevada Joint Union High",66357,"Bear River High",2930048,"High Schools (Public)",34,"547","23.00%",10.9970588235294
"Nevada Joint Union High",66357,"Nevada Union High",2935500,"High Schools (Public)",87,"1,477","39.10%",10.6425287356322
"Nevada Joint Union High",66357,"North Point Academy",2930030,"Alternative Schools of Choice",8,"137","46.70%",16.4
"Nevada Joint Union High",66357,"Silver Springs High (Continuation)",2930071,"Continuation High Schools",14,"168","76.20%",7.06428571428571
"Nevada Joint Union High",66357,"William & Marian Ghidotti High",112367,"Alternative Schools of Choice",8,"152","25.70%",8.7
"Newport-Mesa Unified",66597,"Abraham Lincoln Elementary",6029219,"Elementary Schools (Public)",26,"311","19.90%",17.3846153846154
"Newport-Mesa Unified",66597,"Adams Elementary",6029227,"Elementary Schools (Public)",34,"353","50.70%",14.0294117647059
"Newport-Mesa Unified",66597,"Back Bay High",3034907,"Continuation High Schools",22,"134","56.70%",16.2727272727273
"Newport-Mesa Unified",66597,"California Elementary",6029268,"Elementary Schools (Public)",26,"363","27.50%",14.6538461538462
"Newport-Mesa Unified",66597,"Charles W. Tewinkle Middle",6029284,"Intermediate/Middle Schools (Public)",37,"532","53.60%",11.5945945945946
"Newport-Mesa Unified",66597,"College Park Elementary",6029300,"Elementary Schools (Public)",39,"488","57.80%",13.4102564102564
"Newport-Mesa Unified",66597,"Corona del Mar High",3031697,"High Schools (Public)",109,"2,091","11.30%",14.9449541284404
"Newport-Mesa Unified",66597,"Costa Mesa High",3031853,"High Schools (Public)",99,"1,755","45.70%",14.8888888888889
"Newport-Mesa Unified",66597,"Early College High",111666,"Alternative Schools of Choice",13,"212","37.70%",16.6923076923077
"Newport-Mesa Unified",66597,"Eastbluff Elementary",6068399,"Elementary Schools (Public)",26,"326","12.90%",14.6153846153846
"Newport-Mesa Unified",66597,"Estancia High",3032000,"High Schools (Public)",61,"1,153","51.60%",16.2295081967213
"Newport-Mesa Unified",66597,"Everett A. Rea Elementary",6029326,"Elementary Schools (Public)",27,"322","60.20%",12.8888888888889
"Newport-Mesa Unified",66597,"Harbor View Elementary",6029334,"Elementary Schools (Public)",32,"306","5.60%",13.71875
"Newport-Mesa Unified",66597,"Heinz Kaiser Elementary",6029359,"Elementary Schools (Public)",35,"517","21.10%",18.2
"Newport-Mesa Unified",66597,"Horace Ensign Intermediate",6029367,"Intermediate/Middle Schools (Public)",52,"989","31.40%",15.3269230769231
"Newport-Mesa Unified",66597,"Killybrooke Elementary",6029375,"Elementary Schools (Public)",31,"391","49.40%",14.7741935483871
"Newport-Mesa Unified",66597,"Mariners Elementary",6029391,"Elementary Schools (Public)",40,"474","12.40%",15.65
"Newport-Mesa Unified",66597,"Maude B. Davis Elementary",6029409,"Elementary Schools (Public)",37,"518","16.00%",16.2432432432432
"Newport-Mesa Unified",66597,"Monte Vista High/Cloud Campus",3030186,"Alternative Schools of Choice",29,"403","38.00%",14.9310344827586
"Newport-Mesa Unified",66597,"Newport Coast Elementary",6118236,"Elementary Schools (Public)",29,"410","8.50%",13.8275862068966
"Newport-Mesa Unified",66597,"Newport Elementary",6029433,"Elementary Schools (Public)",26,"305","13.40%",15.3076923076923
"Newport-Mesa Unified",66597,"Newport Harbor High",3035045,"High Schools (Public)",106,"2,270","27.60%",16.622641509434
"Newport-Mesa Unified",66597,"Newport Heights Elementary",6029441,"Elementary Schools (Public)",31,"433","24.70%",15.3870967741935
"Newport-Mesa Unified",66597,"Paularino Elementary",6029458,"Elementary Schools (Public)",24,"352","46.90%",15.1666666666667
"Newport-Mesa Unified",66597,"Pomona Elementary",6029466,"Elementary Schools (Public)",23,"330","68.80%",13.3913043478261
"Newport-Mesa Unified",66597,"Roy O. Andersen Elementary",6089460,"Elementary Schools (Public)",27,"245","3.70%",16.2962962962963
"Newport-Mesa Unified",66597,"Sonora Elementary",6029482,"Elementary Schools (Public)",31,"381","56.40%",14.4193548387097
"Newport-Mesa Unified",66597,"Victoria Elementary",6029490,"Elementary Schools (Public)",29,"296","41.20%",14.6206896551724
"Newport-Mesa Unified",66597,"Whittier Elementary",6029516,"Elementary Schools (Public)",40,"494","65.40%",13.4
"Newport-Mesa Unified",66597,"Wilson Elementary",6029524,"Elementary Schools (Public)",29,"363","65.30%",12.7586206896552
"Newport-Mesa Unified",66597,"Woodland Elementary",6107833,"Elementary Schools (Public)",26,"427","14.50%",18.3076923076923
"Oceanside Unified",73569,"Cesar Chavez Middle",113522,"Intermediate/Middle Schools (Public)",33,"680","82.60%",12.0515151515152
"Oceanside Unified",73569,"Christa McAuliffe Elementary",6108211,"Elementary Schools (Public)",25,"463","61.80%",15.916
"Oceanside Unified",73569,"Del Rio Elementary",6088991,"Elementary Schools (Public)",21,"325","85.50%",8.71428571428571
"Oceanside Unified",73569,"El Camino High",3739018,"High Schools (Public)",108,"2,792","64.90%",12.4722222222222
"Oceanside Unified",73569,"Ivey Ranch Elementary",6109995,"Elementary Schools (Public)",34,"705","47.80%",15.6029411764706
"Oceanside Unified",73569,"Jefferson Middle",6038830,"Intermediate/Middle Schools (Public)",26,"475","96.00%",8.53846153846154
"Oceanside Unified",73569,"Laurel Elementary",6038848,"Elementary Schools (Public)",23,"410","95.40%",8.76956521739131
"Oceanside Unified",73569,"Libby Elementary",6038855,"Elementary Schools (Public)",23,"372","91.40%",12.004347826087
"Oceanside Unified",73569,"Lincoln Middle",6038863,"Intermediate/Middle Schools (Public)",33,"717","74.30%",10.9121212121212
"Oceanside Unified",73569,"Louise Foussat Elementary",113514,"Elementary Schools (Public)",27,"485","83.50%",15.3296296296296
"Oceanside Unified",73569,"Martin Luther King Jr. Middle",6111777,"Intermediate/Middle Schools (Public)",54,"1,238","62.50%",13.0296296296296
"Oceanside Unified",73569,"Mission Elementary",6038871,"Elementary Schools (Public)",24,"434","91.20%",14.9083333333333
"Oceanside Unified",73569,"Nichols Elementary",6119713,"Elementary Schools (Public)",28,"526","67.90%",15.35
"Oceanside Unified",73569,"North Terrace Elementary",6038889,"Elementary Schools (Public)",44,"763","57.50%",14.0931818181818
"Oceanside Unified",73569,"Oceanside High",3735206,"High Schools (Public)",93,"2,030","73.70%",11.0634408602151
"Oceanside Unified",73569,"Oceanside Unified School District Adult Transition Program",140343,"Special Education Schools (Public)",8,"63","81.00%",11.3875
"Oceanside Unified",73569,"Palmquist Elementary",6038897,"Elementary Schools (Public)",27,"537","56.10%",18.8444444444444
"Oceanside Unified",73569,"Reynolds Elementary",6106546,"Elementary Schools (Public)",26,"568","76.60%",8.45769230769231
"Oceanside Unified",73569,"San Luis Rey Elementary",6038905,"Elementary Schools (Public)",29,"462","82.50%",12.151724137931
